team1,team2,venue,team1_avg_elo,team2_avg_elo,team1_avg_form,team2_avg_form,team2_batsmen_avg_elo,team2_batsmen_avg_form,team1_last_5_wins,team2_last_5_wins,team1_vs_team2_matches,team1_vs_team2_wins,team2_vs_team1_wins,head_to_head_wins,head_to_head_losses,team1_won
Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,1594.3,1620.5454545454545,0.2125812930640559,0.1898953885753222,1603.1666666666667,0.1579858430135512,4.0,2.0,21,14,6,19,11,0
Rajasthan Royals,Sunrisers Hyderabad,Narendra Modi Stadium,1553.4545454545455,1570.9,0.1841926410245634,0.1608455604912945,1552.0,0.119226247426142,2.0,4.0,9,7,2,16,13,1
Kings XI Punjab,Kolkata Knight Riders,Punjab Cricket Association Stadium,1561.1818181818182,1539.909090909091,0.1698928594952935,0.1522224975804511,1532.2,0.1226586586660304,1.0,2.0,27,9,18,12,21,0
Rajasthan Royals,Chennai Super Kings,Narendra Modi Stadium,1565.6363636363635,1595.4545454545455,0.150299355136386,0.1968140192623251,1595.6666666666667,0.1623113081038328,3.0,2.0,29,13,16,13,16,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,1622.5454545454545,1557.0,0.1882269020853507,0.1488320830769007,1547.5,0.1237748416446424,3.0,4.0,10,4,6,14,19,0
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,1577.6363636363635,1582.8181818181818,0.2035926375458266,0.1751354115657356,1570.5,0.1461836143565967,2.0,2.0,21,8,13,15,18,1
Mumbai Indians,Kings XI Punjab,Brabourne Stadium,1541.090909090909,1622.5454545454545,0.1598164350210082,0.1882269020853507,1604.75,0.1621831135944,4.0,1.0,26,14,12,17,15,1
Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,1608.8,1602.909090909091,0.2081983595518414,0.1931148884619487,1604.2,0.1827619030579327,1.0,4.0,30,20,10,21,11,1
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,1568.4545454545455,1565.6363636363635,0.1988991982347752,0.150299355136386,1545.5,0.1068280897863353,2.0,4.0,18,7,11,14,15,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,1563.909090909091,1547.090909090909,0.1432142056448437,0.1454385703718705,1547.5,0.1237748416446424,1.0,3.0,9,7,2,26,11,1
Kings XI Punjab,Royal Challengers Bangalore,Punjab Cricket Association Stadium,1560.5454545454545,1608.8,0.1806702015151984,0.2081983595518414,1576.2,0.1882098758542355,1.0,3.0,26,14,12,17,16,0
Chennai Super Kings,Rajasthan Royals,MA Chidambaram Stadium,1628.909090909091,1558.3636363636365,0.1920599560293308,0.1513201776235896,1540.2,0.1017843063321448,1.0,4.0,29,16,13,16,13,1
Mumbai Indians,Sunrisers Hyderabad,Brabourne Stadium,1627.8,1539.5454545454545,0.200113502953119,0.1647399703125419,1543.3333333333333,0.120655236825131,4.0,2.0,10,6,4,19,14,1
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,1562.111111111111,1533.6,0.176754035093673,0.1686438777060968,1539.0,0.1398228344695491,2.0,1.0,27,18,9,21,12,0
Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,1569.3636363636365,1595.4545454545455,0.2104223892508469,0.182181982150593,1575.1666666666667,0.1721697992582164,3.0,3.0,21,6,14,11,19,1
Sunrisers Hyderabad,Rajasthan Royals,Vidarbha Cricket Association Stadium,1580.1818181818182,1559.2727272727273,0.1689540598277519,0.1779849179082734,1524.0,0.1277267830081028,1.0,3.0,9,2,7,13,16,0
Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadium,1641.090909090909,1626.3636363636365,0.2155614928963693,0.1818568152055281,1604.75,0.1621831135944,2.0,5.0,37,17,20,17,20,1
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,1546.6666666666667,1569.3636363636365,0.1831991997590603,0.2104223892508469,1551.0,0.1780718983314833,2.0,4.0,21,13,8,18,15,1
Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,1550.909090909091,1603.25,0.1710669408439256,0.1841449829978438,1590.6666666666667,0.1268900279367273,3.0,1.0,21,12,9,16,12,1
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1607.4545454545455,1576.2,0.1929546891041673,0.1848231660266937,1569.25,0.1259062956604053,2.0,0.0,11,5,6,16,19,0
Kings XI Punjab,Mumbai Indians,Punjab Cricket Association Stadium,1629.090909090909,1551.1,0.1785720115266631,0.1603459819297827,1538.8,0.1184418480915216,1.0,4.0,26,12,14,15,17,1
Sunrisers Hyderabad,Chennai Super Kings,Vidarbha Cricket Association Stadium,1641.090909090909,1586.0,0.2155614928963693,0.1897729752347811,1570.4,0.1412512706810842,1.0,3.0,10,4,6,10,21,1
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,1564.0,1604.2222222222222,0.1643258244230759,0.174335462710755,1576.6666666666667,0.1426949827165195,1.0,3.0,32,14,18,14,20,1
Delhi Capitals,Kings XI Punjab,Arun Jaitley Stadium,1584.4545454545455,1539.6666666666667,0.2150300576338685,0.1750951179766028,1539.5,0.1298856434477353,4.0,2.0,22,9,13,16,17,0
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,1630.5454545454545,1571.1818181818182,0.1833863319335707,0.1596274413329433,1538.1666666666667,0.1105686790816347,3.0,3.0,29,14,15,14,15,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Vidarbha Cricket Association Stadium,1581.1818181818182,1599.1818181818182,0.1725673572308338,0.1905568733929526,1579.1666666666667,0.1635945606497673,2.0,2.0,11,6,5,19,16,1
Mumbai Indians,Delhi Capitals,Brabourne Stadium,1612.5454545454545,1594.090909090909,0.1935273614340807,0.2048662536211744,1600.4,0.2069539864345315,3.0,3.0,22,11,11,19,16,1
Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,1564.0,1646.625,0.1638455584847135,0.2272932107657868,1610.0,0.2003374618722245,3.0,2.0,29,19,10,19,10,1
Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,1555.090909090909,1599.4545454545455,0.1525842367277303,0.1912819020767409,1582.0,0.1704790971179841,2.0,2.0,29,12,15,14,15,0
Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,1657.0,1608.0,0.2144065096625629,0.2052559292265929,1569.6666666666667,0.1694513616492663,4.0,2.0,18,12,6,19,11,0
Kings XI Punjab,Sunrisers Hyderabad,Himachal Pradesh Cricket Association Stadium,1533.2222222222222,1562.0,0.18452880295276,0.1740177207934019,1566.6,0.1124105920838797,3.0,3.0,10,7,3,14,19,0
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1601.2222222222222,1599.4545454545455,0.1865084855303183,0.1912819020767408,1582.0,0.1704790971179841,2.0,3.0,32,14,18,14,19,0
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,1557.3636363636365,1560.7777777777778,0.1533305961759487,0.1732583027525736,1560.0,0.1561354867855511,2.0,2.0,28,14,14,14,14,1
Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,1543.6666666666667,1625.7272727272727,0.185351602863265,0.1938819286771538,1604.2,0.1827619030579327,3.0,3.0,23,9,14,14,16,0
Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,1553.3636363636365,1600.0,0.1753165760577731,0.2043355764266671,1569.6666666666667,0.1694513616492663,2.0,4.0,11,7,4,18,17,0
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,1584.8181818181818,1546.125,0.1681648129673291,0.179498509315394,1534.25,0.1464687313283545,2.0,3.0,34,11,23,11,23,1
Royal Challengers Bangalore,Mumbai Indians,Dr DY Patil Sports Academy,1618.3636363636365,1609.0,0.1986007980201373,0.1967098908141037,1582.0,0.1704790971179841,2.0,3.0,32,14,18,14,19,0
Chennai Super Kings,Sunrisers Hyderabad,Dr DY Patil Sports Academy,1631.1818181818182,1581.1818181818182,0.2005645493354582,0.1725673572308338,1564.1666666666667,0.1177945884327968,3.0,5.0,10,6,4,21,10,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Dr DY Patil Sports Academy,1540.8181818181818,1586.375,0.1771028210175942,0.1899209979514308,1563.0,0.1753090574707463,2.0,4.0,11,5,6,16,19,1
Chennai Super Kings,Mumbai Indians,Dr DY Patil Sports Academy,1631.1818181818182,1618.3636363636365,0.2005645493354582,0.1986007980201373,1581.5,0.1497658196498745,3.0,4.0,37,17,20,17,20,1
Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,1593.3,1603.0,0.1814820260046608,0.153435453995961,1580.75,0.1314695864543439,4.0,3.0,29,19,10,19,10,1
Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,1589.090909090909,1564.2,0.164164857066469,0.1448435264098273,1531.5,0.0821283231620697,3.0,2.0,9,2,7,13,16,0
Kochi Tuskers Kerala,Royal Challengers Bangalore,Nehru Stadium,1586.7272727272727,1599.0,0.1727284621812214,0.1815754839773965,1612.6,0.1749896013928038,0.0,2.0,2,0,2,0,2,0
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,1556.090909090909,1639.1,0.183677994825604,0.1933072944701338,1597.25,0.1479230137168241,1.0,3.0,22,11,11,16,19,0
Pune Warriors,Kings XI Punjab,Dr DY Patil Sports Academy,1535.1,1524.0,0.1417358027096981,0.173151047312324,1566.5,0.1349150469327369,0.0,2.0,6,3,3,5,5,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,1615.0,1589.090909090909,0.1674002864035257,0.164164857066469,1524.6666666666667,0.1208722212301538,2.0,2.0,9,7,2,26,11,1
Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,1558.1818181818182,1568.8,0.1800215311602766,0.1651561553454877,1543.6,0.0997950716228585,2.0,1.0,18,11,7,15,14,1
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1599.0,1652.0,0.1815754839773965,0.1943527611594802,1622.0,0.1359313202004267,3.0,3.0,32,14,18,14,19,0
Kings XI Punjab,Chennai Super Kings,Punjab Cricket Association Stadium,1597.6363636363635,1547.4545454545455,0.1772059682487082,0.1629547712052024,1533.5,0.1333185395444462,2.0,4.0,23,9,14,14,16,1
Pune Warriors,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,1586.7272727272727,1523.090909090909,0.1727284621812214,0.1612960979219265,1556.0,0.1164813583497798,1.0,0.0,1,1,0,1,0,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1600.5,1570.8181818181818,0.1755402547664486,0.1925073707181527,1605.8333333333333,0.1556241748637571,1.0,2.0,11,6,5,19,16,1
Mumbai Indians,Kochi Tuskers Kerala,Wankhede Stadium,1647.111111111111,1589.3333333333333,0.188525624713306,0.1727027929864868,1544.0,0.1629319882812932,3.0,0.0,1,0,1,0,1,0
Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,1564.7,1624.5555555555557,0.1530237111125843,0.179516179266704,1552.0,0.1412959166396304,2.0,3.0,28,14,14,14,14,0
Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,1626.1,1567.8181818181818,0.1990804645925743,0.1721455556103245,1605.8333333333333,0.1556241748637571,4.0,2.0,30,20,10,21,11,1
Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,1589.909090909091,1546.7777777777778,0.1676991660589844,0.1650845934257933,1537.5,0.1345291218625829,1.0,2.0,10,3,7,19,14,0
Pune Warriors,Delhi Capitals,Dr DY Patil Sports Academy,1509.5454545454545,1557.6363636363635,0.1497816847797423,0.1659265820046523,1572.3333333333333,0.1438353696911458,2.0,1.0,6,2,3,4,5,0
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,1562.6363636363635,1619.7,0.1539694076226944,0.1736232557628196,1560.0,0.1343929258357072,4.0,2.0,28,14,14,14,14,1
Kochi Tuskers Kerala,Chennai Super Kings,Nehru Stadium,1644.8,1593.2,0.2080653519355756,0.1684650050959235,1565.0,0.1547802197311834,1.0,4.0,2,1,1,1,1,1
Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,1574.3,1546.0,0.1830700933822442,0.1681938327945909,1549.3333333333333,0.1424272558858925,2.0,1.0,11,7,4,18,17,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,1589.6363636363635,1621.8181818181818,0.1702387500752033,0.1689938296307682,1580.75,0.1314695864543439,4.0,2.0,2,0,2,0,2,0
Mumbai Indians,Pune Warriors,Wankhede Stadium,1512.090909090909,1640.5,0.1483731384509481,0.200730202711454,1619.6666666666667,0.1715100500351306,3.0,2.0,6,5,1,7,5,1
Kings XI Punjab,Rajasthan Royals,Punjab Cricket Association Stadium,1547.4545454545455,1567.909090909091,0.1629547712052024,0.1459651788834591,1529.6666666666667,0.0980002477185956,2.0,2.0,21,9,12,12,16,1
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1643.8,1611.0,0.1939081438824579,0.1934046970351749,1615.3333333333333,0.1614570204237451,3.0,3.0,37,20,17,20,17,1
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,1618.2727272727273,1612.0,0.1588261634670986,0.2221298258046222,1661.0,0.2062678740065911,3.0,2.0,32,18,14,20,14,0
Delhi Capitals,Kings XI Punjab,Arun Jaitley Stadium,1559.6363636363635,1538.5454545454545,0.1631459583348317,0.166762451168231,1531.428571428571,0.1350401439408702,1.0,3.0,22,9,13,16,17,1
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,1633.4545454545455,1582.090909090909,0.1832948494169531,0.1717142662311347,1511.8333333333333,0.1347128046987075,2.0,4.0,10,4,6,14,19,0
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,1573.3636363636365,1592.857142857143,0.161624692818822,0.1908609847203286,1561.0,0.1251515372823679,2.0,3.0,2,1,1,1,1,1
Chennai Super Kings,Pune Warriors,MA Chidambaram Stadium,1637.7272727272727,1503.5454545454545,0.1963700227553618,0.1544510199005866,1546.0,0.1197175791709502,2.0,2.0,6,4,2,4,2,1
Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,1554.6363636363635,1608.3636363636365,0.163987519160894,0.1912849477471033,1633.3333333333333,0.1744893126334927,2.0,2.0,21,6,14,11,19,0
Kochi Tuskers Kerala,Sunrisers Hyderabad,Nehru Stadium,1575.909090909091,1582.2727272727273,0.1673761209548959,0.1675245658474805,1545.6,0.1444566766178101,3.0,2.0,1,0,1,0,1,0
Pune Warriors,Chennai Super Kings,Dr DY Patil Sports Academy,1503.7272727272727,1653.2222222222222,0.1598029448024976,0.2177494693431393,1640.75,0.1788307891669766,2.0,2.0,6,2,4,2,4,0
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,1619.7272727272727,1552.0,0.1597953354429299,0.1536329787489651,1542.8333333333333,0.1180487465122844,2.0,3.0,21,8,13,15,18,0
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,1632.2727272727273,1582.625,0.1895161438088357,0.1742796388907305,1544.3333333333333,0.1028377642160929,2.0,4.0,29,14,15,14,15,1
Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,1612.8181818181818,1482.7272727272727,0.1915321769805109,0.157743494384372,1532.8333333333333,0.1029708204648634,2.0,1.0,5,5,0,7,2,1
Kochi Tuskers Kerala,Delhi Capitals,Nehru Stadium,1561.1818181818182,1593.090909090909,0.1643830616610387,0.1627335243586518,1553.2,0.1238241757849467,3.0,2.0,2,1,1,1,1,0
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,1560.3636363636365,1625.888888888889,0.1805170320870464,0.1755203661626033,1597.6666666666667,0.1370513949682411,3.0,3.0,27,18,9,21,12,1
Rajasthan Royals,Pune Warriors,Sawai Mansingh Stadium,1502.2727272727273,1583.6666666666667,0.1561998405309893,0.1738554640657619,1556.25,0.1197438395285731,2.0,0.0,5,4,1,4,1,1
Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,1637.7272727272727,1591.6363636363635,0.1963700227553618,0.1753082068728261,1542.0,0.1485033194134807,3.0,3.0,10,6,4,21,10,1
Delhi Capitals,Kochi Tuskers Kerala,Arun Jaitley Stadium,1561.1818181818182,1590.2727272727273,0.1643830616610387,0.1639560735653734,1553.2,0.1238241757849467,2.0,2.0,2,1,1,1,1,0
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,1636.7272727272727,1560.3636363636365,0.1849247202258108,0.1805170320870464,1535.1666666666667,0.155370908671756,3.0,3.0,26,14,12,17,15,1
Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,1616.9,1582.090909090909,0.170127934202444,0.1717142662311347,1511.8333333333333,0.1347128046987075,2.0,3.0,9,2,7,11,26,0
Chennai Super Kings,Rajasthan Royals,MA Chidambaram Stadium,1571.4545454545455,1655.625,0.1447948528356737,0.2215257367181543,1640.6666666666667,0.1936259219929082,3.0,3.0,29,16,13,16,13,1
Pune Warriors,Mumbai Indians,Dr DY Patil Sports Academy,1628.3636363636365,1503.090909090909,0.1928213907980407,0.1576415450393232,1546.3333333333333,0.1264940760848344,0.0,4.0,6,1,5,5,7,0
Kochi Tuskers Kerala,Kolkata Knight Riders,Nehru Stadium,1590.2727272727273,1597.7272727272727,0.1639560735653734,0.1612388995643847,1582.25,0.1331875578664332,2.0,3.0,2,2,0,2,0,1
Sunrisers Hyderabad,Delhi Capitals,Rajiv Gandhi International Stadium,1582.8,1545.5454545454545,0.1583871394233255,0.1415215108665857,1543.5,0.0970011097273483,2.0,2.0,11,4,7,17,18,0
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1607.3636363636365,1543.909090909091,0.1775162436998477,0.1710197255491041,1533.5,0.1333185395444462,3.0,2.0,26,12,14,16,17,1
Mumbai Indians,Delhi Capitals,Wankhede Stadium,1630.6,1563.1818181818182,0.2033745826473345,0.1559876881650263,1559.5,0.1290692304948302,4.0,2.0,22,11,11,19,16,1
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,1654.0,1624.8,0.2118501427149351,0.178273910830634,1597.6666666666667,0.1370513949682411,3.0,4.0,29,10,19,10,19,1
Royal Challengers Bangalore,Kochi Tuskers Kerala,M Chinnaswamy Stadium,1589.8181818181818,1615.2857142857142,0.158959921820034,0.2131239602394554,1661.0,0.2062678740065911,4.0,2.0,2,2,0,2,0,1
Kings XI Punjab,Pune Warriors,Punjab Cricket Association Stadium,1558.090909090909,1524.8181818181818,0.1673206997652202,0.156947532323452,1547.6,0.1131030189573784,1.0,0.0,6,3,3,5,5,0
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,1644.3333333333333,1569.7272727272727,0.2229439594417141,0.1550106965793988,1539.8333333333333,0.1032323073159703,3.0,4.0,29,13,16,13,16,0
Sunrisers Hyderabad,Pune Warriors,Rajiv Gandhi International Stadium,1596.090909090909,1527.0,0.1720373113352231,0.1641837360421146,1552.4,0.1290226671384361,1.0,1.0,4,3,1,6,4,0
Kings XI Punjab,Mumbai Indians,Punjab Cricket Association Stadium,1572.1818181818182,1628.3636363636365,0.1804356271442385,0.1928213907980407,1598.8,0.1479220990852734,0.0,4.0,26,12,14,15,17,1
Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,1561.5454545454545,1605.571428571429,0.1439684815906365,0.233572693475151,1661.0,0.2062678740065911,3.0,5.0,29,12,15,14,15,0
Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,1646.7272727272727,1561.6363636363635,0.2063427038672017,0.1491792399496595,1548.4,0.1168000830230349,4.0,2.0,18,12,6,19,11,1
Kochi Tuskers Kerala,Kings XI Punjab,Holkar Cricket Stadium,1590.1818181818182,1564.909090909091,0.1787686929240578,0.1824485632732541,1558.3333333333333,0.1583858441575492,2.0,1.0,1,0,1,0,1,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,1621.8,1603.8181818181818,0.1702290206356602,0.1860234792584453,1616.571428571429,0.1512799498188596,5.0,4.0,32,14,18,14,20,1
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,1603.2727272727273,1628.3636363636365,0.182261082600023,0.1928213907980407,1598.8,0.1479220990852734,3.0,1.0,10,6,4,19,14,0
Kings XI Punjab,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,1555.4,1542.4545454545455,0.1839421020209745,0.1367258130321224,1528.4,0.10357550224398,2.0,2.0,22,13,9,17,16,1
Kochi Tuskers Kerala,Rajasthan Royals,Holkar Cricket Stadium,1551.5454545454545,1572.0,0.1472997779531932,0.1520900291258601,1553.6,0.1342686202293911,2.0,2.0,2,1,1,1,1,1
Pune Warriors,Sunrisers Hyderabad,Dr DY Patil Sports Academy,1520.1818181818182,1607.3,0.1575105419680656,0.1803122145703111,1548.2,0.1445084090705751,2.0,1.0,4,1,3,4,6,0
Kings XI Punjab,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,1555.0,1583.2727272727273,0.1983928550906125,0.1735060291525921,1621.1666666666667,0.1605679481956601,3.0,5.0,26,14,12,17,16,1
Chennai Super Kings,Kochi Tuskers Kerala,MA Chidambaram Stadium,1646.7272727272727,1585.909090909091,0.2063427038672017,0.1733008307302827,1540.6666666666667,0.1324339571327659,4.0,3.0,2,1,1,1,1,1
Pune Warriors,Kolkata Knight Riders,Dr DY Patil Sports Academy,1518.6363636363635,1617.5,0.163041327110856,0.1699147783935038,1552.6666666666667,0.1220313346046544,2.0,3.0,5,1,4,2,7,0
Mumbai Indians,Rajasthan Royals,Wankhede Stadium,1638.9,1584.125,0.1901000681974388,0.1793408807531595,1554.5,0.0995216215438634,3.0,1.0,29,15,14,15,14,0
Kings XI Punjab,Sunrisers Hyderabad,Himachal Pradesh Cricket Association Stadium,1601.6666666666667,1550.6363636363635,0.1990387062469986,0.1704879669877361,1539.3333333333333,0.1471293984790913,4.0,2.0,10,7,3,14,19,0
Delhi Capitals,Pune Warriors,Arun Jaitley Stadium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6,3,2,5,4,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,1646.7272727272727,1609.625,0.2063427038672017,0.2143621114638792,1638.25,0.2104581980136547,4.0,4.0,30,10,20,11,21,1
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,1618.3636363636365,1637.2,0.163505720617471,0.160345169406199,1616.25,0.1504549056026236,3.0,2.0,34,11,23,11,23,0
Royal Challengers Bangalore,Chennai Super Kings,Wankhede Stadium,1592.7,1644.0,0.1943084718808215,0.2140941025664609,1622.6,0.1787349791303429,4.0,3.0,30,10,20,11,21,0
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,1618.3636363636365,1628.909090909091,0.163505720617471,0.1853446868172964,1598.8,0.1479220990852734,2.0,2.0,34,23,11,23,11,1
Royal Challengers Bangalore,Mumbai Indians,MA Chidambaram Stadium,1590.4545454545455,1633.909090909091,0.1933835607789983,0.1813298698229332,1597.0,0.1630802557803162,3.0,2.0,32,14,18,14,19,1
Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,1644.0,1590.4545454545455,0.2140941025664609,0.1933835607789982,1600.5,0.1783367698586334,4.0,3.0,30,20,10,21,11,1
